sentence,profanity
I'm not telling you s**t! Just drop it!,0
"I respect your decision, John. Please know that I'm here if you change your mind. Thank you for your time.",0
Whatever... just leave me alone!,0
"Hello, this is Mark from XYZ Collections. How are you today?",0
"I'm doing okay, thanks. What's this about?",0
I'm calling regarding your overdue account with Smith Financial. Can I have your full name to proceed?,0
It's John Doe.,0
"Thank you, John. You currently have a balance of $250. How would you like to handle that today?",0
I wasn't aware of that balance. Can you provide more details?,0
"Absolutely. You missed your last payment in October, and the total due is $250.",0
"Wait, can you confirm which account this is for?",0
This is regarding your account ending in 1234. Does that sound familiar?,0
"Yes, I think that's right. But I still need more information.",0
"Sure, you can review your past statements online to verify. Would you like to set up a payment plan?",0
Let me think about it; I need to check my finances first.,0
"Of course, take your time. I can call you back next week to follow up.",0
That sounds good. Thanks for your understanding.,0
"Thank you, John. Have a great day!",0
"Hello, this is Mark calling from XYZ Collections. How are you today?",0
"I'm doing alright, thanks. What's this about?",0
I'm calling regarding an outstanding balance on your account with Mega Credit. Can I get you to confirm your name for security purposes?,0
"Sure, it's Jessica Brown.",0
"Thank you, Jessica. You currently have a balance of two thousand five hundred dollars.",0
That's quite a bit. Can you give me more details on that?,0
Of course! This amount includes your last payment and the missed payments since then.,0
I see. I wasn't aware of the total. What options do I have?,0
You can make a payment plan or pay the full amount today. What works best for you?,0
I need some time to think about that.,0
"No problem! Please feel free to reach out if you have any questions, but just remember the balance is accumulating interest.",0
"Got it, thank you.",0
"Thank you for your time, Jessica. Have a great day!",0
"You too, bye!",0
"Hello, this is Michael from XYZ Collections. How are you today?",0
"I'm doing okay, thanks. What's this about?",0
"I'm calling regarding your outstanding debt with ABC Credit. To protect your privacy, can you please confirm your date of birth?",0
"Sure, it's July 15, 1985.",0
Thank you for that information. Could you also provide your current address for verification?,0
"Yes, it's 123 Elm Street, Springfield.",0
"Thank you, I've verified your information. You currently have a balance of $450. What payment method do you prefer?",0
I can pay by credit card.,0
Great! I'll guide you through the process. Can you please provide your card number?,0
It's 4111 1111 1111 1111.,0
Thank you. And the expiration date?,0
It's 12/25.,0
Perfect. Your payment of $450 has been processed successfully. Thank you for your cooperation.,0
Thank you for the help!,0
You're welcome! Have a great day.,0
You have reached out to a voicemail. Please leave a message at the tone.,0
"Hello, this is Sarah from XYZ Collections. I'm trying to reach you regarding your overdue account.",0
"To leave your message, press one.",0
"Please call us back at your earliest convenience, you can reach me at one-eight-hundred-six-five-five-seven-two-three-four.",0
"For more options, press two.",0
"Hello, is this John Smith?",0
"Yes, this is John. Who's calling?",0
"Hi John, this is Sarah from XYZ Collections. I hope you're doing well today.",0
"I'm okay, thanks. What is this about?",0
"I'm calling regarding an outstanding balance on your account. Before we proceed, could you please verify your date of birth?",0
"Sure, it's January 15, 1985.",0
Thank you for that information. Can you also confirm your current address?,0
"It's 123 Maple Street, Springfield.",0
Thank you for verifying that. You have a balance of $250 on your account. How would you like to proceed with the payment today?,0
I can pay half of it today and the rest next week.,0
That works for us. Would you like to make the payment over the phone or online?,0
I prefer online payment.,0
"Great! I will send you a link to your email for the online payment. Thank you for your time today, John.",0
Thank you. I appreciate the help.,0
You're welcome! Have a great day!,0
"Hello, this is Mark calling from XYZ Collections. How are you today?",0
"I'm doing well, thanks. What is this about?",0
"I appreciate your time. This call is regarding a debt with ABC Bank. Before we proceed, could you please verify your date of birth?",0
"Sure, it's July 15, 1990.",0
Thank you for that information. Can you also confirm your current address?,0
"Yes, I live at 123 Main St, Springfield.",0
"Great, I can confirm your identity now. You have an outstanding balance of $250. What payment option would you prefer?",0
I would like to set up a payment plan.,0
"Sure, we can arrange that. Would you be able to pay $50 a month for the next five months?",0
"Yes, that sounds feasible.",0
Perfect! I'll set that up and send you a confirmation email. Thank you for your cooperation.,0
Thank you for your help.,0
You're welcome! Have a great day.,0
"Hello, this is Mark calling from XYZ Collections. How are you today?",0
"I'm doing alright, thanks. What's this about?",0
I'm calling regarding the outstanding balance on your account with QuickLoans. Can you confirm your name for me?,0
It's Jane Doe. What's the balance?,0
"Thank you, Jane. You currently owe $450. How would you like to proceed with payment?",0
I don't have that much right now. Can I set up a payment plan?,0
"Absolutely, we can work something out. Would you prefer weekly or monthly payments?",0
Monthly would be better for me.,0
That sounds good. We can set it up for $50 a month. Does that work for you?,0
"Yes, that works. When is the first payment due?",0
The first payment will be due in 30 days. I'll send you a confirmation email.,0
"Great, thanks for your help!",0
"You're welcome, Jane! Have a great day.",0
"You too, goodbye.",0
"Hello, this is James from XYZ Collections. Am I speaking with Sarah Johnson?",0
"Yes, this is Sarah. What is this about?",0
"I'm calling regarding an outstanding balance on your account. To protect your privacy, could you please verify your date of birth?",0
"Sure, it's April 15, 1990.",0
"Thank you, Sarah. Can you also confirm your current address for me?",0
"It's 123 Elm Street, Springfield.",0
"Great, I appreciate that. Now, you have an outstanding balance of $450. How would you like to proceed with this payment?",0
I can pay half of it today and the rest next week.,0
"That works. So, we will process a payment of $225 today. How would you like to pay?",0
